Column1;Season;Episode;Sentence;Name;N_serie;N_Season;Emision Date
13160;Season 4;the laws of gods and men;You have my word;jaime;36;6;11/05/2014
13161;Season 4;the laws of gods and men;And you have mine -;tywin;36;6;11/05/2014
13162;Season 4;the laws of gods and men;Not going well, is it?;tyrion;36;6;11/05/2014
13163;Season 4;the laws of gods and men;Youre going to be found guilty;jaime;36;6;11/05/2014
13164;Season 4;the laws of gods and men;Oh, you think so?;tyrion;36;6;11/05/2014
13165;Season 4;the laws of gods and men;When you are, you need to enter a formal plea for mercy and ask to be sent to the Wall Fathers agreed to it Hell spare your life and allow you to join the Nights Watch;jaime;36;6;11/05/2014
13166;Season 4;the laws of gods and men;Ned Stark was promised the same thing and we both know how that turned out;tyriom;36;6;11/05/2014
13167;Season 4;the laws of gods and men;Father is not Joffrey Hell keep his word;jaime;36;6;11/05/2014
13168;Season 4;the laws of gods and men;How do you know?;tyrion;36;6;11/05/2014
13169;Season 4;the laws of gods and men;Do you trust me?;jaime;36;6;11/05/2014
13170;Season 4;the laws of gods and men;Keep your mouth shut No more outbursts This will all be over soon;jaime;36;6;11/05/2014
13171;Season 4;the laws of gods and men;The crown may call its next witness;tywin;36;6;11/05/2014
13172;Season 4;the laws of gods and men;State your name;tywin;36;6;11/05/2014
13173;Season 4;the laws of gods and men;Shae;shae;36;6;11/05/2014
13174;Season 4;the laws of gods and men;Do you swear by all the gods that your testimony will be true and honest?;tywin;36;6;11/05/2014
13175;Season 4;the laws of gods and men;I swear it;shae;36;6;11/05/2014
13176;Season 4;the laws of gods and men;Do you know this man?;tywin;36;6;11/05/2014
13177;Season 4;the laws of gods and men;Yes Tyrion Lannister;shae;36;6;11/05/2014
13178;Season 4;the laws of gods and men;How do you know him?;tywin;36;6;11/05/2014
13179;Season 4;the laws of gods and men;I was handmaiden to his wife Lady Sansa;shae;36;6;11/05/2014
13180;Season 4;the laws of gods and men;This man stands accused of murdering King Joffrey What do you know of this?;tywin;36;6;11/05/2014
13181;Season 4;the laws of gods and men;I know that hes guilty;shae;36;6;11/05/2014
13182;Season 4;the laws of gods and men;He and Sansa planned it together;shae;36;6;11/05/2014
13183;Season 4;the laws of gods and men;Silence! Continue;tywin;36;6;11/05/2014
13184;Season 4;the laws of gods and men;She wanted revenge for her father, her mother, her brother She blamed their deaths on the king Tyrion was happy to help He hated Joffrey He hated the queen He hated you, my lord;shae;36;6;11/05/2014
13185;Season 4;the laws of gods and men;He stole poison from the Grand Maesters chamber to put in Joffreys wine;shae;36;6;11/05/2014
13186;Season 4;the laws of gods and men;How could you possibly know all this? Why would he reveal such plans to his wifes maid?;oberyn;36;6;11/05/2014
13187;Season 4;the laws of gods and men;I wasnt just her maid I was his whore;shae;36;6;11/05/2014
13188;Season 4;the laws of gods and men;I beg your pardon? You said you were his.;mace;36;6;11/05/2014
13189;Season 4;the laws of gods and men;His whore;shae;36;6;11/05/2014
13190;Season 4;the laws of gods and men;How did you come to be in his service?;tywin;36;6;11/05/2014
13191;Season 4;the laws of gods and men;He stole me I was with another man, a knight in your lordships army But when Tyrion arrived at the camp, he sent one of his cutthroats into our tent He broke the knights arm and brought me to Lord Tyrion You belong to me now, he said I want you to fuck me like its my last night in this world;shae;36;6;11/05/2014
13192;Season 4;the laws of gods and men;Silence Silence;tywin;36;6;11/05/2014
13193;Season 4;the laws of gods and men;And did you?;oberyn;36;6;11/05/2014
13194;Season 4;the laws of gods and men;Did I what?;shae;36;6;11/05/2014
13195;Season 4;the laws of gods and men;Fuck him like it was his last night in this world;oberyn;36;6;11/05/2014
13196;Season 4;the laws of gods and men;I did everything he wanted Whatever he told me to do to him Whatever he felt like doing to me I kissed him where he wanted I licked him where he wanted I let him put himself where he wanted I was his property I would wait in his chambers for hours so he could use me when he was bored He ordered me to call him my lion, so I did I took his face in my hands and said, I am yours and you are mine;shae;36;6;11/05/2014
13197;Season 4;the laws of gods and men;Shae Please dont;tyrion;36;6;11/05/2014
13198;Season 4;the laws of gods and men;I am a whore Remember? That was before he married Sansa After that, all he wanted was her But she wouldnt let him into her bed So he promised to kill King Joffrey for her;shae;36;6;11/05/2014
13199;Season 4;the laws of gods and men;Father, I wish to confess I wish to confess;tyrion;36;6;11/05/2014
13200;Season 4;the laws of gods and men;You wish to confess?;tywin;36;6;11/05/2014
13201;Season 4;the laws of gods and men;I saved you I saved this city and all your worthless lives I should have let Stannis kill you all;tyrion;36;6;11/05/2014
13202;Season 4;the laws of gods and men;Tyrion Do you wish to confess?;tywin;36;6;11/05/2014
13203;Season 4;the laws of gods and men;Yes, Father Im guilty Guilty Is that what you want to hear?;tyrion;36;6;11/05/2014
13204;Season 4;the laws of gods and men;You admit you poisoned the king?;tywin;36;6;11/05/2014
13205;Season 4;the laws of gods and men;No, of that Im innocent Im guilty of a far more monstrous crime I am guilty of being a dwarf;tyrion;36;6;11/05/2014
13206;Season 4;the laws of gods and men;You are not on trial for being a dwarf;tywin;36;6;11/05/2014
13207;Season 4;the laws of gods and men;Oh, yes, I am Ive been on trial for that my entire life;tyrion;36;6;11/05/2014
13208;Season 4;the laws of gods and men;Have you nothing to say in your defense?;tywin;36;6;11/05/2014
13209;Season 4;the laws of gods and men;Nothing but this I did not do it I did not kill Joffrey, but I wish that I had;tyrion;36;6;11/05/2014
13210;Season 4;the laws of gods and men;Watching your vicious bastard die gave me more relief than 1,000 lying whores;tyrion;36;6;11/05/2014
13211;Season 4;the laws of gods and men;I wish I was the monster you think I am I wish I had enough poison for the whole pack of you I would gladly give my life to watch you all swallow it;tyrion;36;6;11/05/2014
13212;Season 4;the laws of gods and men;Escort the prisoner back to his cell;tywin;36;6;11/05/2014
13213;Season 4;mockingbird;I made a deal for you to keep your ungrateful head on your ungrateful neck a little while longer;jaime;37;7;18/05/2014
13214;Season 4;mockingbird;Im sorry, what am I grateful for? The opportunity to live and die at the Wall as punishment for a crime I did not commit?;tyrion;37;7;18/05/2014
13215;Season 4;mockingbird;You threw your life away You threw it away Its not a joke You understand that, dont you?;jaime;37;7;18/05/2014
13216;Season 4;mockingbird;Of course its a joke, just not a very funny one I couldnt I couldnt listen to her standing there telling her lies I couldnt do it;tyrion;37;7;18/05/2014
13217;Season 4;mockingbird;You fell in love with a whore;jaime;37;7;18/05/2014
13218;Season 4;mockingbird;Yes, I fell in love with a whore And I was stupid enough to think that she had fallen in love with me That deal you made, it was everything Father wanted You do see that? He gets you back as his heir The future Lord of the Rock And he ships me off to Castle Black, out of sight at last All so perfect It felt good to take that from him He knows Im innocent and hes willing to sacrifice me anyway Hes willing to sacrifice any of us Not you Youre the golden son You could kill a king, lose a hand, fuck your own sister, youll always be the golden son;tyrion;37;7;18/05/2014
13219;Season 4;mockingbird;Careful Im the last friend youve got;jaime;37;7;18/05/2014
13220;Season 4;mockingbird;At least I got to tell them what they really are;tyrion;37;7;18/05/2014
13221;Season 4;mockingbird;Yes, brilliant speech Theyll be talking about it for days to come I thought you were a realist Didnt realize youd die for pride;jaime;37;7;18/05/2014
13222;Season 4;mockingbird;Dont give up on me just yet I survived one trial by combat, even though you werent there to save me;tyrion;37;7;18/05/2014
13223;Season 4;mockingbird;I cant save you this time either My training has proved that I cant beat a stable boy with my left hand;jaime;37;7;18/05/2014
13224;Season 4;mockingbird;Wheres your sense of adventure? Even if you lose, imagine the look on Fathers face when you fall;tyrion;37;7;18/05/2014
13225;Season 4;mockingbird;Our family name snuffed out with a single swing of the sword;tyrion;37;7;18/05/2014
13226;Season 4;mockingbird;It is tempting;jaime;37;7;18/05/2014
13227;Season 4;mockingbird;Well Bronn fought for me once, hell do it again If he wins, I expect Ill be in his debt for the rest of my life;tyrion;37;7;18/05/2014
13228;Season 4;mockingbird;If he wins;jaime;37;7;18/05/2014
13229;Season 4;mockingbird;Will you find him for me? Who does Cersei plan on naming as a champion? I hope its Ser Meryn Trant Id enjoy watching Bronn disembowel that pompous child beater;tyrion;37;7;18/05/2014
13230;Season 4;mockingbird;No;jaime;37;7;18/05/2014
13231;Season 4;mockingbird;Go on, move it;not guard;37;7;18/05/2014
13232;Season 4;mockingbird;And you Come on;guard;37;7;18/05/2014
13233;Season 4;mockingbird;Mercy Please Please, mercy;prisoner;37;7;18/05/2014
13234;Season 4;mockingbird;Ser Gregor Welcome to the capital Thank you for riding here so quickly;cersei;37;7;18/05/2014
13235;Season 4;mockingbird;You seem to be in good form;cersei;37;7;18/05/2014
13236;Season 4;mockingbird;Who am I fighting?;mountain;37;7;18/05/2014
13237;Season 4;mockingbird;Does it matter?;cersei;37;7;18/05/2014
13238;Season 4;mockingbird;Could be food;sandor;37;7;18/05/2014
13239;Season 4;mockingbird;Could be soldiers;arya;37;7;18/05/2014
13240;Season 4;mockingbird;You shouldnt be sitting out here like this;arya;37;7;18/05/2014
13241;Season 4;mockingbird;Where else to sit? Tried to walk back to my hut, hurt too much Then I remembered they burned my hut down;dying man;37;7;18/05/2014
13242;Season 4;mockingbird;Who were they ?;sandor;37;7;18/05/2014
13243;Season 4;mockingbird;I stopped asking a while ago;dying man;37;7;18/05/2014
13244;Season 4;mockingbird;Thats not gonna get better;sandor;37;7;18/05/2014
13245;Season 4;mockingbird;Doesnt seem so;dying man;37;7;18/05/2014
13246;Season 4;mockingbird;A bad way to go Havent you had enough?;sandor;37;7;18/05/2014
13247;Season 4;mockingbird;Of what? I know Time to go Take matters into my own hands The thought has occurred to me;dying man;37;7;18/05/2014
13248;Season 4;mockingbird;So why go on?;arya;37;7;18/05/2014
13249;Season 4;mockingbird;Habit;dying man;37;7;18/05/2014
13250;Season 4;mockingbird;Nothing could be worse than this;arya;37;7;18/05/2014
13251;Season 4;mockingbird;Maybe nothing is worse than this;dying man;37;7;18/05/2014
13252;Season 4;mockingbird;Nothing isnt better or worse than anything Nothing is just nothing;arya;37;7;18/05/2014
13253;Season 4;mockingbird;Who are you?;dying man;37;7;18/05/2014
13254;Season 4;mockingbird;My name is Arya Arya Stark;arya;37;7;18/05/2014
13255;Season 4;mockingbird;You her father?;dying man;37;7;18/05/2014
13256;Season 4;mockingbird;Her captor Bringing her to her aunt for ransom;sandor;37;7;18/05/2014
13257;Season 4;mockingbird;A fair exchange, that is Always held to the notion of fair exchange in all my dealings You give me, I give you Fair A balance No balance anymore Could I have a drink? Dying is thirsty work;dying man;37;7;18/05/2014
13258;Season 4;mockingbird;Wish it were wine;dying man;37;7;18/05/2014
13259;Season 4;mockingbird;So do I;sandor;37;7;18/05/2014
13260;Season 4;mockingbird;Thats where the heart is Thats how you kill a man;sandor;37;7;18/05/2014
13261;Season 4;mockingbird;The fuck you doing?;sandor;37;7;18/05/2014
13262;Season 4;mockingbird;Theres a price on your head;rorge;37;7;18/05/2014
13263;Season 4;mockingbird;Guess thats what the king does when you tell him to fuck off;sandor;37;7;18/05/2014
13264;Season 4;mockingbird;The kings dead He drank poisoned wine at his own wedding The bounty on you is for killing Lannister soldiers 100 silver stags;rorge;37;7;18/05/2014
13265;Season 4;mockingbird;And you thought you were going to collect it? Didnt think very hard, did you?;sandor;37;7;18/05/2014
13266;Season 4;mockingbird;You were Yorens prisoners when he was taking me to the Wall He told me hed fuck me bloody with a stick;arya;37;7;18/05/2014
13267;Season 4;mockingbird;This days really not working out the way you planned He on your little list?;sandor;37;7;18/05/2014
13268;Season 4;mockingbird;He cant be I dont know his name;arya;37;7;18/05/2014
13269;Season 4;mockingbird;Whats your name?;sandor;37;7;18/05/2014
13270;Season 4;mockingbird;Rorge;rorge;37;7;18/05/2014
13271;Season 4;mockingbird;Thank you;arya;37;7;18/05/2014
13272;Season 4;mockingbird;Youre learning;sandor;37;7;18/05/2014
13273;Season 4;mockingbird;Rangers returning;man;37;7;18/05/2014
13274;Season 4;mockingbird;They return;man;37;7;18/05/2014
13275;Season 4;mockingbird;Rangers returning;man;37;7;18/05/2014
13276;Season 4;mockingbird;Greetings;jon;37;7;18/05/2014
13277;Season 4;mockingbird;Didnt think Id see you again;man;37;7;18/05/2014
13278;Season 4;mockingbird;All right, Jon?;sam;37;7;18/05/2014
13279;Season 4;mockingbird;Welcome back, brother;man;37;7;18/05/2014
13280;Season 4;mockingbird;Lord Snow;alliser;37;7;18/05/2014
13281;Season 4;mockingbird;This is no place for wild beasts Lock him away or Ill let Hobb throw him in tonights stew;alliser;37;7;18/05/2014
13282;Season 4;mockingbird;Come on, Ghost;jon;37;7;18/05/2014
13283;Season 4;mockingbird;Mances army was closing in on Crasters Keep when we left We saw their campfires from Osrics Hill Theyll reach the Wall before the next full moon;jon;37;7;18/05/2014
13284;Season 4;mockingbird;Im surprised you didnt ride over and say hello ing-beyond-the-Wall is your old friend, isnt he?;janos slynt;37;7;18/05/2014
13285;Season 4;mockingbird;We need to prepare;jon;37;7;18/05/2014
13286;Season 4;mockingbird;Weve been preparing;alliser;37;7;18/05/2014
13287;Season 4;mockingbird;We should seal the tunnel Plug it with rocks and ice Flood it and let it freeze;jon;37;7;18/05/2014
13288;Season 4;mockingbird;And how would we range north?;alliser;37;7;18/05/2014
13289;Season 4;mockingbird;We wouldnt;jon;37;7;18/05/2014
13290;Season 4;mockingbird;Coward You would cut off our legs, pluck out our eyes, leave us cowering behind the Wall hoping for the storm to pass?;alliser;37;7;18/05/2014
13291;Season 4;mockingbird;We cant defend the gate against 100,000 men;grenn;37;7;18/05/2014
13292;Season 4;mockingbird;This castle has stood for thousands of years The Nights Watch has defended her for thousands of years And in all those centuries, we have never sealed the tunnel;alliser;37;7;18/05/2014
13293;Season 4;mockingbird;Have you ever seen a giant, Ser Alliser? I have;jon;37;7;18/05/2014
13294;Season 4;mockingbird;The bars on those gates are four inches thick Cold-rolled steel;alliser;37;7;18/05/2014
13295;Season 4;mockingbird;They wont stop them;jon;37;7;18/05/2014
13296;Season 4;mockingbird;Remind me which order you belong to, Lord Snow;alliser;37;7;18/05/2014
13297;Season 4;mockingbird;The stewards;jon;37;7;18/05/2014
13298;Season 4;mockingbird;Are the stewards responsible for maintaining the tunnel?;alliser;37;7;18/05/2014
13299;Season 4;mockingbird;No;jon;37;7;18/05/2014
13300;Season 4;mockingbird;Who would that be?;alliser;37;7;18/05/2014
13301;Season 4;mockingbird;The builders;jon;37;7;18/05/2014
13302;Season 4;mockingbird;Ah, the builders First Builder Yarwyck, Lord Snow here recommends sealing the tunnel, leaving us unable to carry out our duties as sworn brothers of the Nights Watch Do you agree with him?;alliser;37;7;18/05/2014
13303;Season 4;mockingbird;No;yarwick;37;7;18/05/2014
13304;Season 4;mockingbird;Given your deep knowledge of the wildling army, Lord Snow, you and Tarly will take night duties atop the Wall until the full moon;alliser;37;7;18/05/2014
13305;Season 4;mockingbird;Moving on First Builder, well need 100 barrels of pitch brought atop the wall;alliser;37;7;18/05/2014
13306;Season 4;mockingbird;Aye;yarwick;37;7;18/05/2014
13307;Season 4;mockingbird;My lord;bronn;37;7;18/05/2014
13308;Season 4;mockingbird;You have new clothes;tyrion;37;7;18/05/2014
13309;Season 4;mockingbird;Do you like em? Eh? Gloves are doeskin Softer than a virgins thighs;bronn;37;7;18/05/2014
13310;Season 4;mockingbird;I sent for you days ago;tyrion;37;7;18/05/2014
13311;Season 4;mockingbird;Ive been a bit busy;bronn;37;7;18/05/2014
13312;Season 4;mockingbird;Doing what?;tyrion;37;7;18/05/2014
13313;Season 4;mockingbird;My lonesome bachelor days are over Im to wed Lollys Stokeworth;bronn;37;7;18/05/2014
13314;Season 4;mockingbird;Lollys Stokeworth? She doesnt strike me as your sort of girl;tyrion;37;7;18/05/2014
13315;Season 4;mockingbird;I wouldnt say I had a single sort of girl;bronn;37;7;18/05/2014
13316;Season 4;mockingbird;Shes dim-witted;tyrion;37;7;18/05/2014
13317;Season 4;mockingbird;If I wanted wits, Id marry you;bronn;37;7;18/05/2014
13318;Season 4;mockingbird;When my sister arranged this love match, did she mention that Lollys has an older sister?;tyrion;37;7;18/05/2014
13319;Season 4;mockingbird;Falyse Aye, I did know about the older sister;bronn;37;7;18/05/2014
13320;Season 4;mockingbird;And you understand the rules of inheritance?;tyrion;37;7;18/05/2014
13321;Season 4;mockingbird;Falyse is 40 and barren;bronn;37;7;18/05/2014
13322;Season 4;mockingbird;She still gets Castle Stokeworth when her father dies;tyrion;37;7;18/05/2014
13323;Season 4;mockingbird;She does Unless she happens to perish before her father Then Lollys gets the castle;bronn;37;7;18/05/2014
13324;Season 4;mockingbird;What? Ladies fall from their horses and snap their pretty necks all the time;bronn;37;7;18/05/2014
13325;Season 4;mockingbird;You and my sister deserve each other Why did you bother to come here?;tyrion;37;7;18/05/2014
13326;Season 4;mockingbird;You once said if anyone ever asked me to sell you out, youd double their price;bronn;37;7;18/05/2014
13327;Season 4;mockingbird;Is it two wives you want or two castles?;tyrion;37;7;18/05/2014
13328;Season 4;mockingbird;One of each will do But if you want me to kill the Mountain for you, itd better be a damn big castle;bronn;37;7;18/05/2014
13329;Season 4;mockingbird;Im a bit short on castles at the moment But I can offer you gold and gratitude;tyrion;37;7;18/05/2014
13330;Season 4;mockingbird;I have gold What can I buy with gratitude?;bronn;37;7;18/05/2014
13331;Season 4;mockingbird;You might be surprised A Lannister always pays his debts;tyrion;37;7;18/05/2014
13332;Season 4;mockingbird;Your sisters a Lannister, too;bronn;37;7;18/05/2014
13333;Season 4;mockingbird;My wife is heir to Winterfell If I emerge from this with my head still on my shoulders, I may one day rule the North in her name I could carve you out a big piece of it;tyrion;37;7;18/05/2014
13334;Season 4;mockingbird;If and may and could Its bloody cold up north Lollys is soft and warm And close If I gave you the choice between fucking Lollys and fighting the Mountain, youd have your britches down and your cock out before I could blink;bronn;37;7;18/05/2014
13335;Season 4;mockingbird;Does he frighten you so much?;tyrion;37;7;18/05/2014
13336;Season 4;mockingbird;Id be a bloody fool if he didnt frighten me Hes freakish big and freakish strong And quicker than youd expect for a man of that size Maybe I could take him, dance around until hes so tired of hacking at me, he dropped his sword, get him off his feet somehow But one misstep and Im dead Why should I risk it?;bronn;37;7;18/05/2014
13337;Season 4;mockingbird;Because youre my friend;tyrion;37;7;18/05/2014
13338;Season 4;mockingbird;Aye, Im your friend And when have you ever risked your life for me?;bronn;37;7;18/05/2014
13339;Season 4;mockingbird;I like you, pampered little shit that you are I just like myself more;bronn;37;7;18/05/2014
13340;Season 4;mockingbird;I understand;tyrion;37;7;18/05/2014
13341;Season 4;mockingbird;Im sorry it has to be this way;bronn;37;7;18/05/2014
13342;Season 4;mockingbird;Why are you sorry? Because youre an evil bastard with no conscience and no heart? Thats what I liked about you in the first place;tyrion;37;7;18/05/2014
13343;Season 4;mockingbird;We had some good days together;bronn;37;7;18/05/2014
13344;Season 4;mockingbird;Yes, we did;tyrion;37;7;18/05/2014
13345;Season 4;mockingbird;What will you do?;bronn;37;7;18/05/2014
13346;Season 4;mockingbird;I suppose Ill have to kill the Mountain myself Wont that make for a great song?;tyrion;37;7;18/05/2014
13347;Season 4;mockingbird;I hope to hear them sing it one day;bronn;37;7;18/05/2014
13348;Season 4;mockingbird;How did you get in here? Your door is well guarded;daenerys;37;7;18/05/2014
13349;Season 4;mockingbird;but your window is not;daario;37;7;18/05/2014
13350;Season 4;mockingbird;I swam to an island a mile offshore for these;daario;37;7;18/05/2014
13351;Season 4;mockingbird;Dont do that again;daenerys;37;7;18/05/2014
13352;Season 4;mockingbird;Never met a woman who didnt like wildflowers;daario;37;7;18/05/2014
13353;Season 4;mockingbird;These are my private quarters If I want you here, I will summon you;daenerys;37;7;18/05/2014
13354;Season 4;mockingbird;Forgive me, my queen I live to serve you;daario;37;7;18/05/2014
13355;Season 4;mockingbird;Tell me why youre here;daenerys;37;7;18/05/2014
13356;Season 4;mockingbird;I came to ask a favor I only have two talents in this world war and women You are staying here in Meereen to rule That is a wise decision I respect it But here in Meereen, I cannot pursue my talents;daario;37;7;18/05/2014
13357;Season 4;mockingbird;Ive ordered the Second Sons to patrol the streets to stop the revenge killing;daenerys;37;7;18/05/2014
13358;Season 4;mockingbird;Youve ordered us to be night watchmen;daario;37;7;18/05/2014
13359;Season 4;mockingbird;And as for women, there are thousands in Meereen you can pursue;daenerys;37;7;18/05/2014
13360;Season 4;mockingbird;There is only one, and she does not want me;daario;37;7;18/05/2014
13361;Season 4;mockingbird;You swore me your sword;daenerys;37;7;18/05/2014
13362;Season 4;mockingbird;My sword is yours till the day I die;daario;37;7;18/05/2014
13363;Season 4;mockingbird;So if I command you to stay in Meereen and patrol the streets?;daenerys;37;7;18/05/2014
13364;Season 4;mockingbird;Ill stay in Meereen and patrol the streets Send me to kill your enemies Any enemy anywhere Let me do what I do best;daario;37;7;18/05/2014
13365;Season 4;mockingbird;Very well;daenerys;37;7;18/05/2014
13366;Season 4;mockingbird;Do what you do best;daenerys;37;7;18/05/2014
13367;Season 4;mockingbird;Take off your clothes;daenerys;37;7;18/05/2014
13368;Season 4;mockingbird;Oh;selyse;37;7;18/05/2014
13369;Season 4;mockingbird;Come in, my queen Please;melisandre;37;7;18/05/2014
13370;Season 4;mockingbird;I didnt mean to disturb you, my lady;selyse;37;7;18/05/2014
13371;Season 4;mockingbird;You could never disturb me;melisandre;37;7;18/05/2014
13372;Season 4;mockingbird;I just wanted to speak with you before we left;selyse;37;7;18/05/2014
13373;Season 4;mockingbird;Could you bring me that vial over there? The blue one;melisandre;37;7;18/05/2014
13374;Season 4;mockingbird;No, no, no Not that one You dont even want to touch that one Next to it Thats the one;melisandre;37;7;18/05/2014
13375;Season 4;mockingbird;When I looked into the flames this morning, the Lord spoke to me He said, Tonight, you will have your last good bath in a long while Make it count A joke Not a very good one, Im afraid;melisandre;37;7;18/05/2014
13376;Season 4;mockingbird;It was I humor isnt my strength;selyse;37;7;18/05/2014
13377;Season 4;mockingbird;Thats because most jokes are lies and youre devoted to the truth;melisandre;37;7;18/05/2014
13378;Season 4;mockingbird;If theyre lies, my lady, arent they best avoided?;selyse;37;7;18/05/2014
13379;Season 4;mockingbird;Not always;melisandre;37;7;18/05/2014
13380;Season 4;mockingbird;Most of these powders and potions are lies Deceptions to make men think they witnessed our Lords power Once they step into his light, they will see the lie for what it was a trick that lead them to the truth A pinch of this powder in a bonfire will send a flaming column screaming towards the sky And this one creates a black smoke that will make the bravest man piss himself with fear And a drop of this in any mans wine will drive him wild with lust;melisandre;37;7;18/05/2014
13381;Season 4;mockingbird;Did you use it with Stannis?;selyse;37;7;18/05/2014
13382;Season 4;mockingbird;No Dont be upset Men never crave what they already have;melisandre;37;7;18/05/2014
13383;Season 4;mockingbird;Its only flesh It needs what it needs;melisandre;37;7;18/05/2014
13384;Season 4;mockingbird;No act done in service of the Lord can ever be called a sin I thank God every day for bringing you to us And Stannis to you He wants to bring Shireen with us I think that would be ill-advised My daughter has heretical tendencies, as youre well aware I dont know if her doubt is real or simply meant to spite me, but whichever the case, she should stay home;selyse;37;7;18/05/2014
13385;Season 4;mockingbird;I understand how you feel;melisandre;37;7;18/05/2014
13386;Season 4;mockingbird;Hmm;selyse;37;7;18/05/2014
13387;Season 4;mockingbird;But that is impossible;melisandre;37;7;18/05/2014
13388;Season 4;mockingbird;Why?;selyse;37;7;18/05/2014
13389;Season 4;mockingbird;You dont need powders and potions, my queen You dont need lies You are strong enough to look into the Lords light and see his truth for yourself;melisandre;37;7;18/05/2014
13390;Season 4;mockingbird;However harsh it is However hard for us to understand You dont need my help, but I will need yours soon When we set sail, your daughter must be with us The Lord needs her;melisandre;37;7;18/05/2014
13391;Season 4;mockingbird;Jorah the Andal Are you here to see our queen? Shes in a good mood;daario;37;7;18/05/2014
13392;Season 4;mockingbird;Khaleesi;jorah;37;7;18/05/2014
13393;Season 4;mockingbird;Youre here early;daenerys;37;7;18/05/2014
13394;Season 4;mockingbird;Later than some;jorah;37;7;18/05/2014
13395;Season 4;mockingbird;You dont approve?;daenerys;37;7;18/05/2014
13396;Season 4;mockingbird;Its not a question of approval, its a question of trust;jorah;37;7;18/05/2014
13397;Season 4;mockingbird;You neither approve nor trust;daenerys;37;7;18/05/2014
13398;Season 4;mockingbird;Why would I? The mans a sellsword;jorah;37;7;18/05/2014
13399;Season 4;mockingbird;Didnt you fight for the Golden Company before pledging your sword to my brother?;daenerys;37;7;18/05/2014
13400;Season 4;mockingbird;I did;jorah;37;7;18/05/2014
13401;Season 4;mockingbird;I trust you;daenerys;37;7;18/05/2014
13402;Season 4;mockingbird;Daario Naharis killed his captains and dumped their heads at your feet when he grew tired of their commands How could you ever have faith in a man like that?;jorah;37;7;18/05/2014
13403;Season 4;mockingbird;I could never have faith in a man like Daario Thats why Ive sent him and the Second Sons to retake Yunkai;daenerys;37;7;18/05/2014
13404;Season 4;mockingbird;You have?;jorah;37;7;18/05/2014
13405;Season 4;mockingbird;I have;daenerys;37;7;18/05/2014
13406;Season 4;mockingbird;Without you there to rule, Khaleesi, I fear the masters will simply bide their time, wait for the invaders to leave and reassert control;jorah;37;7;18/05/2014
13407;Season 4;mockingbird;That is why Ive ordered Daario to execute every master in Yunkai The masters tear babies from their mothers arms They mutilate little boys by the thousands They train little girls in the art of pleasuring old men They treat men like beasts, as you said yourself;daenerys;37;7;18/05/2014
13408;Season 4;mockingbird;Herding the masters into pens and slaughtering them by the thousands is also treating men like beasts The slaves you freed, brutality is all theyve ever known If you want them to know something else, youll have to show it to them;jorah;37;7;18/05/2014
13409;Season 4;mockingbird;And repay the slavers with what? Kindness? A fine? A stern warning?;daenerys;37;7;18/05/2014
13410;Season 4;mockingbird;Its tempting to see your enemies as evil, all of them, but theres good and evil on both sides in every war ever fought;jorah;37;7;18/05/2014
13411;Season 4;mockingbird;Let the priests argue over good and evil Slavery is real I can end it I will end it And I will end those behind it;daenerys;37;7;18/05/2014
13412;Season 4;mockingbird;I sold men into slavery, Khaleesi;jorah;37;7;18/05/2014
13413;Season 4;mockingbird;And now you are helping me show them to freedom;daenerys;37;7;18/05/2014
13414;Season 4;mockingbird;I wouldnt be here to help you if Ned Stark had done to me what you want to do to the masters of Yunkai;jorah;37;7;18/05/2014
13415;Season 4;mockingbird;The man who came to me the other day about burying his father;daenerys;37;7;18/05/2014
13416;Season 4;mockingbird;Hizdahr zo Loraq?;jorah;37;7;18/05/2014
13417;Season 4;mockingbird;He will accompany the Second Sons and serve as my ambassador to Yunkai He will tell the masters what has happened in Meereen He will explain the choice they have before them They can live in my new world or they can die in their old one;daenerys;37;7;18/05/2014
13418;Season 4;mockingbird;Well, go and catch Daario before he leaves Tell him I changed my mind;daenerys;37;7;18/05/2014
13419;Season 4;mockingbird;Yes, Khaleesi;jorah;37;7;18/05/2014
13420;Season 4;mockingbird;No Tell him you changed my mind;daenerys;37;7;18/05/2014
13421;Season 4;mockingbird;Rat cunts Fucking whore;sandor;37;7;18/05/2014
13422;Season 4;mockingbird;Youre doing it wrong You need to burn away that horrible bit there Otherwise its gonna get infected and fester I know you dont like fire, but if you dont do it right-;arya;37;7;18/05/2014
13423;Season 4;mockingbird;No fire;sandor;37;7;18/05/2014
13424;Season 4;mockingbird;Itll only take a second It wont hurt that much;arya;37;7;18/05/2014
13425;Season 4;mockingbird;No fire;sandor;37;7;18/05/2014
13426;Season 4;mockingbird;Shut up about it Shut up about everything Thanks to you, Im a walking bag of silver anywhere the Lannisters hold sway Which is everywhere between where we are now and where were going;sandor;37;7;18/05/2014
13427;Season 4;mockingbird;Im as stupid as that hog you stuck back in the village, getting myself cut and stabbed and bitten No reward is worth this much trouble Wish Id never laid eyes on you You say your brother gave you that sword;sandor;37;7;18/05/2014
13428;Season 4;mockingbird;My brother gave me this It was just like you said a while back Pressed me to the fire like I was a nice juicy mutton chop;sandor;37;7;18/05/2014
13429;Season 4;mockingbird;Why?;arya;37;7;18/05/2014
