Column1;Season;Episode;Sentence;Name;N_serie;N_Season;Emision Date
21532;Season 7;the spoils of war;And if you wanted to sail home to Naarth tomorrow -;jon;64;4;06/08/2017
21533;Season 7;the spoils of war;Then she would give me a ship and wish me good fortune;missandei;64;4;06/08/2017
21534;Season 7;the spoils of war;You believe that?;jon;64;4;06/08/2017
21535;Season 7;the spoils of war;I know it All of us who came with her from Essos, we believe in her Shes not our queen because shes the daughter of some king we never knew Shes the queen we chose;missandei;64;4;06/08/2017
21536;Season 7;the spoils of war;Youll forgive me if I switch sides notices a single ship sailing into the bay It has a kraken sigil MISSANDEI turns to look;davos;64;4;06/08/2017
21537;Season 7;the spoils of war;Is that a Greyjoy ship GREYJOY and other Iron Born are pulling their landing boat onto the beach wading through the surf They pull the boat onto the sand JON SNOW, MISSANDEI, DAVOS and Dothraki guards are waiting to meet them JON see and both men freeze and stare at each other JON steps forward toward;jon;64;4;06/08/2017
21538;Season 7;the spoils of war;Jon I didnt know you were here steps closer to JON;theon;64;4;06/08/2017
21539;Season 7;the spoils of war;Sansa, is she all right grabs THEON by his shirt and pulls him face to face;theon;64;4;06/08/2017
21540;Season 7;the spoils of war;What you did for her is the only reason Im not killing you JON releases THEON;jon;64;4;06/08/2017
21541;Season 7;the spoils of war;We heard your uncle attacked your fleet We thought you were dead;davos;64;4;06/08/2017
21542;Season 7;the spoils of war;I should be;theon;64;4;06/08/2017
21543;Season 7;the spoils of war;Your sister?;davos;64;4;06/08/2017
21544;Season 7;the spoils of war;Euron has her I came to ask the queen to help get her back;theon;64;4;06/08/2017
21545;Season 7;the spoils of war;The queen is gone;jon;64;4;06/08/2017
21546;Season 7;the spoils of war;Where did she go? FIELDS The Lannister army is returning from sacking Highgarden They are delivering gold and food to Kings Landing There are carts and men that havent made it into the city gates yet JAIME and BRONN are supervising the procession TARLEY comes riding up on his horse;theon;64;4;06/08/2017
21547;Season 7;the spoils of war;All of the gold is safely through the gates of Kings Landing;randyll;64;4;06/08/2017
21548;Season 7;the spoils of war;Good;jaime;64;4;06/08/2017
21549;Season 7;the spoils of war;We need to get the last of these wagons over the Blackwater Rush before nightfall If the head of the line is ambushed, the tail will never be able to reinforce in time;randyll;64;4;06/08/2017
21550;Season 7;the spoils of war;We are stretched a bit thin;jaime;64;4;06/08/2017
21551;Season 7;the spoils of war;With your permission, flogging stragglers has a marked effect on mobility;randyll;64;4;06/08/2017
21552;Season 7;the spoils of war;Lets give them fair warning first These men fought well at Highgarden RANDYLL is clearly disappointed He turns and rides off back to the line of soldiers JAIME and BRONN exchange glances, then follow RANDYLL BRONN and JAIME are riding through the ranks TARLEY sees JAIME and starts a conversation;jaime;64;4;06/08/2017
21553;Season 7;the spoils of war;Ser Jaime;dickon;64;4;06/08/2017
21554;Season 7;the spoils of war;Rickon;jaime;64;4;06/08/2017
21555;Season 7;the spoils of war;Dickon BRONN openly laughs in DICKONs face and looks a;dickon;64;4;06/08/2017
21556;Season 7;the spoils of war;I hear you fought bravely at Highgarden Your first battle? DICKON nods his head in agreement;jaime;64;4;06/08/2017
21557;Season 7;the spoils of war;And?;jaime;64;4;06/08/2017
21558;Season 7;the spoils of war;It was glorious;dickon;64;4;06/08/2017
21559;Season 7;the spoils of war;Come on Your fathers not here;bronn;64;4;06/08/2017
21560;Season 7;the spoils of war;All my life weve been pledged to House Tyrell I knew some of those men I hunted with them;dickon;64;4;06/08/2017
21561;Season 7;the spoils of war;They didnt deserve to die But Lady Olenna chose to betray the queen and support the Targaryen girl So here we are;jaime;64;4;06/08/2017
21562;Season 7;the spoils of war;I didnt expect it to smell like that;dickon;64;4;06/08/2017
21563;Season 7;the spoils of war;Men shit themselves when they die Didnt they teach you that at fancy lad school? JAIME looks over at;bronn;64;4;06/08/2017
21564;Season 7;the spoils of war;Well, I learned it when I was 5 BRONN pauses and strains to hear a noise far in the distance;bronn;64;4;06/08/2017
21565;Season 7;the spoils of war;What?;jaime;64;4;06/08/2017
21566;Season 7;the spoils of war;Listen Horses and high pitched war cries are heard beyond the hill in the distance takes off at a gallop yelling orders to the soldiers on the road;bronn;64;4;06/08/2017
21567;Season 7;the spoils of war;Spears and shields! Spears and shields! The men jump into action and start arming themselves;jaime;64;4;06/08/2017
21568;Season 7;the spoils of war;Spears and shields;jaime;64;4;06/08/2017
21569;Season 7;the spoils of war;In line now is riding across the battlefield yelling orders to men;bronn;64;4;06/08/2017
21570;Season 7;the spoils of war;Come on, lads Not those wagons Fall in line Fall in line The Lannister army gets in formation to repel the invading horde Lannister archers line up behind the pikemen The horde is drawing closer The Dothraki come riding over the hill with curved swords held overhead and screaming There are a thousand of them or more DICKON draws his sword is yelling orders to the men;randyll;64;4;06/08/2017
21571;Season 7;the spoils of war;Spears armed! The Lannister pikemen drop their spears into a fighting position and ready their shields rides up to JAIME;randyll;64;4;06/08/2017
21572;Season 7;the spoils of war;Get back to Kings Landing;bronn;64;4;06/08/2017
21573;Season 7;the spoils of war;Im not abandoning my army;jaime;64;4;06/08/2017
21574;Season 7;the spoils of war;Youre a commander, not a damned infantryman These fuckers are about to swamp us;bronn;64;4;06/08/2017
21575;Season 7;the spoils of war;We can hold them off.A dragon can be heard roaring in the distance and DROGON come flying over the Dothraki and over the battlefield commands DROGON to attack;jaime;64;4;06/08/2017
21576;Season 7;the spoils of war;Dracarys! DROGON breathes fire into the first line of Lannister soldiers The men burst into flames and start screaming DICKON looks on in shock A flanking group of Dothraki Screamers ride over the flames through the hole created by Drogon and start cutting men down attempts to issue orders to the men;daenerys;64;4;06/08/2017
21577;Season 7;the spoils of war;Hold the line! The main force of Dothraki crashes into shielded pikemen Men on both sides are being slaughtered A second wave of Dothraki Screamers ride in They switch from a seated position to standing atop their saddles shooting bow and arrow The Lannister archers fire back and many men are killed DAENERYS and DROGON circle around and billow flames across the battlefield DAENERYS steers DROGON down the Kings Road DROGON spews flames and destroys the carriages along the road Carts are exploding into pieces, barrels are flying through the air is looking at the carnage in astonishment;jaime;64;4;06/08/2017
21578;Season 7;the spoils of war;Archers! Archers with me! A group of archers break from the main battle and follo and BRONN lines the men up to counter DAENERYS and DROGON;jaime;64;4;06/08/2017
21579;Season 7;the spoils of war;Knock;jaime;64;4;06/08/2017
21580;Season 7;the spoils of war;Knock! Draw! DROGON loops around and is making a pass o and the archers DAENERYS and DROGON are diving at the group of men;archers;64;4;06/08/2017
21581;Season 7;the spoils of war;Loose! The archers fire their arrows in unison DAENERYS sees the and turns Drogon so the arrows bounce harmlessly off his breast She makes a run on another line of carriages and DROGON burns them in a single breath Men are screaming and catching on fire and BRONN survey the damage;jaime;64;4;06/08/2017
21582;Season 7;the spoils of war;Qyburns scorpion is over there;jaime;64;4;06/08/2017
21583;Season 7;the spoils of war;Go get it then;bronn;64;4;06/08/2017
21584;Season 7;the spoils of war;I cant shoot with one hand holds up his gold hand to illustrate his point BRONN hesitates for a moment He turns his horse and rides to man the artillery crossbow draws his sword and rides into battle;jaime;64;4;06/08/2017
21585;Season 7;the spoils of war;Come on! A Dothraki screamer wielding two swords charges JAIME JAIME is blocking the attacks but is getting overpowered DICKON stabs the screamer through his back JAIME nods at DICKON is making his way to the crossbow A Dothraki screamer sees him and charges reaches behind him and retrieves a small sword He throws the sword at the Dothraki but the screamer parries it draws his primary sword and the two men charge at each other A is about to strike, the screamer leans over and cut s horses leg off causin to fall to the ground s bag of gold hits the ground and splits open The screamer is turning his horse around and is about to attac again abandons the gold and runs into the mayhem trying to lose the mounted rider pushes a flaming Lannister soldier out of the way He pulls a sword out of a dead man and uses it to start fighting Dothraki DROGON flies overhead and spews flames through the air manages to escape the mounted rider and disappear into the fog The screamer dismounts and continues the search on foot The screamer climbs onto a covered wagon to check fo When he pulls the canvas back he see behind the crossbow with a bolt pointed at him fires the bolt and impales the Dothraki screamer pulls a lever and the sides of the wagon drop down revealing the crossbow reloads the weapon and begins making adjustments to line up a shot on DROGON;jaime;64;4;06/08/2017
21586;Season 7;the spoils of war;Where are you? TYRION walks to the edge of the battlefield accompanied by Dothraki guards He can see Lannisters being slaughtered One of the Dothraki guards begin to speak;bronn;64;4;06/08/2017
21587;Season 7;the spoils of war;Your people cant fight TYRION is watching the mayhem Men are screaming and engulfed in flames Horses and carriages run wild with no driver is still on the battlefield struggling against the horde Burning Lannister men are taking off their helmets revealing melted faces Men crawl to the river in search of relief from the dragonfire DROGON and DAENERYS are flying over the river creating wake in the water sees her approaching his position;guard;64;4;06/08/2017
21588;Season 7;the spoils of war;Take cover! DROGON spits flames into the Lannister position The men standing there are reduced to standing ash The wind blows them away is lining up DROGON in the sights of the crossbow He reaches down and pulls the lever to fire A bolt sails past DROGON and misses reloads the machine DROGON and DAENERYS circle around and dive on the crossbow takes his time aiming his shot;jaime;64;4;06/08/2017
21589;Season 7;the spoils of war;Come on you fucker commands DROGON to fire at the crossbow;bronn;64;4;06/08/2017
21590;Season 7;the spoils of war;Dracarys! Before DROGON can send flames, BRONN fires a bolt that strikes DROGON in the wing DROGON begins to pinwheel out of control towards the ground BRONN is smiling He whips the machine around and begins reloading DAENERYS and DROGON are falling from the sky DROGON regains control and begins hovering over the river BRONN realizes he doesnt have time to reload and dives out of the way of the incoming dragonfire DROGON spits flames at the machine and instantly destroys it Flames lick over BRONN but he is uninjured DROGON is forced to land on the edge of the river due to his wound DAENERYS climbs from her mount and rushes to pull the spear from DROGONs wing JAIME is 100 yards from DAENERYS watching her She is all alone JAIME sees a spear sticking out of a dead man spots JAIME across the battlefield;daenerys;64;4;06/08/2017
21591;Season 7;the spoils of war;Flee, you idiot looks at DAENERYS and readies himself He spurs his horse onward;tyrion;64;4;06/08/2017
21592;Season 7;the spoils of war;Come on, boy Come on! JAIME grabs the spear as he rides by and brings it up to position JAIMEs horse is galloping full speed on the edge of the river kicking up water is watching JAIMEs attempt to kill DAENERYS;jaime;64;4;06/08/2017
21593;Season 7;eastwatch;You could have killed me;jaime;65;5;13/08/2017
21594;Season 7;eastwatch;What the fuck were you doing back there?;bronn;65;5;13/08/2017
21595;Season 7;eastwatch;Ending the war by killing her;jaime;65;5;13/08/2017
21596;Season 7;eastwatch;You saw the dragon between you and her looks incredulously at JAIME;bronn;65;5;13/08/2017
21597;Season 7;eastwatch;And? JAIME sits up and says nothing t sits up and faces JAIME;bronn;65;5;13/08/2017
21598;Season 7;eastwatch;Listen to me, cunt Till I get what Im owed, a dragon doesnt get to kill you You dont get to kill you Only I get to kill you;bronn;65;5;13/08/2017
21599;Season 7;eastwatch;That was only one of them She has two more If she decides to use them, to really use them -;jaime;65;5;13/08/2017
21600;Season 7;eastwatch;Youre fucked;bronn;65;5;13/08/2017
21601;Season 7;eastwatch;Dont you mean were fucked?;jaime;65;5;13/08/2017
21602;Season 7;eastwatch;No, I do not Dragons are where our partnership ends Im not going to be around when those things start spitting fire on Kings Landing;bronn;65;5;13/08/2017
21603;Season 7;eastwatch;I have to tell Cersei pauses and looks at JAIME;jaime;65;5;13/08/2017
21604;Season 7;eastwatch;Best well jump back in that river BRONN stands up and walks away JAIME continues sitting on the shore looking at the smoke and fire from the distant battle BATTLEGROUND TYRION is walking over an ash covered ground There are burned bodies and cargo strewn about Dothraki are looting dead Lannister soldies A group of mounted Dothraki are escorting captured Lannister soldiers to wher and DROGON are awaiting the prisoners addresses the captured soldiers;bronn;65;5;13/08/2017
21605;Season 7;eastwatch;I know what Cersei has told you, that Ive come to destroy your cities The camera pans around the prisoners The men are covered in filth and blood from the battle;daenerys;65;5;13/08/2017
21606;Season 7;eastwatch;burn down your homes, murder you and orphan your children Thats Cersei Lannister, not me Im not here to murder And all I want to destroy is the wheel that is rolled over rich and poor to the benefit of no one but the Cersei Lannisters of the world I offer you a choice Bend the knee and join me Together we will leave the world a better place than we found it, or refuse and die A few Lannister men kneel to the ground, while most remain standing DROGON roars and moves closer to the men Almost all the Lannister men quickly kneel while a few still remain standing including RANDYLL and DICKON TARLEY speaks to RANDYLL;daenerys;65;5;13/08/2017
21607;Season 7;eastwatch;Step forward, My Lord RANDYLL takes several steps toward and stands in front of the kneeling Lannister men;daenerys;65;5;13/08/2017
21608;Season 7;eastwatch;You will not kneel?;daenerys;65;5;13/08/2017
21609;Season 7;eastwatch;I already have a queen;randyll;65;5;13/08/2017
21610;Season 7;eastwatch;My sister, she wasnt your queen until recently though, was she, until she murdered your rightful queen and destroyed House Tyrell for all time So it appears your allegiances are somewhat flexible;tyrion;65;5;13/08/2017
21611;Season 7;eastwatch;There are no easy choices in war Say what you will about your sister, she was born in Westeros, has lived here all her life You on the other hand, you murdered your own father and chose to support a foreign invader One with no ties to this land, an army of savages at her back;randyll;65;5;13/08/2017
21612;Season 7;eastwatch;You will not trade your honor for your life I respect that turns to speak to DAENERYS;daenerys;65;5;13/08/2017
21613;Season 7;eastwatch;Perhaps he could take the black, Your Grace Whatever else he is, he is a true soldier He would be invaluable at the Wall;tyrion;65;5;13/08/2017
21614;Season 7;eastwatch;You cannot send me to the Wall You are not my queen DAENERYS turns to look at her Dothraki escort The Dothraki walk forward to collect RANDYLL As the men are pulling RANDYLL awa steps forward;randyll;65;5;13/08/2017
21615;Season 7;eastwatch;You will have to kill me too pulls away from the Dothraki and turns to face his son;dickon;65;5;13/08/2017
21616;Season 7;eastwatch;Step back and shut your mouth;randyll;65;5;13/08/2017
21617;Season 7;eastwatch;Who are you?;daenerys;65;5;13/08/2017
21618;Season 7;eastwatch;A stupid boy;randyll;65;5;13/08/2017
21619;Season 7;eastwatch;Im Dickon Tarley, son of Randyll Tarley;dickon;65;5;13/08/2017
21620;Season 7;eastwatch;You are the future of your house This war has already wiped one great house from the world Dont let it happen again Bend the knee looks to RANDYLL RANDYLL nods to his son;tyrion;65;5;13/08/2017
21621;Season 7;eastwatch;I will not turns to speak to DAENERYS He speaks softly so no one but the queen can hear;dickon;65;5;13/08/2017
21622;Season 7;eastwatch;Your Grace, nothing strips bold notions from a mans head like a few weeks in a dark cell;tyrion;65;5;13/08/2017
21623;Season 7;eastwatch;I meant what I said Im not here to put men in chains If that becomes an option many will take it I gave them a choice They made it;daenerys;65;5;13/08/2017
21624;Season 7;eastwatch;Your Grace, if you begin beheading entire families -;tyrion;65;5;13/08/2017
21625;Season 7;eastwatch;Im not beheading anyone pauses and looks over the DROGON DRGON roars and shakes his head and flexes his wings;daenerys;65;5;13/08/2017
21626;Season 7;eastwatch;Your Grace looks to her Dothraki escort and gives a signal The men grab RANDYLL and DICKON and walk them over to DROGON RANDYLL takes DICKON by the arm;tyrion;65;5;13/08/2017
21627;Season 7;eastwatch;Lord Randyll Tarley, Dickon Tarley, I, Daenerys of House Targaryen, First of my name, Breaker of Chains and Mother of Dragons, sentence you to die pauses a moment and looks at RANDYLL and DICKON;daenerys;65;5;13/08/2017
21628;Season 7;eastwatch;Dracarys DROGON draws a deep breath and begins spewing dragonfire at the two men They are instantly engulfed in flames They both collapse into ash after a few seconds There are two craters left where RANDYLL and DICKON stood The Lannister men recoil in horror Any Lannister soldier that was still standing kneels to the ground DAENERYS silently turns and begins to walk off the battlefield HALLWAY JAIME is quickly walking down the hall leading to CERSEIs room As he approaches exits the queens chambers;daenerys;65;5;13/08/2017
21629;Season 7;eastwatch;My Lord JAIME passes by QYBURN without saying a word and barges int s quarters stand and walks over to JAIME;qyburn;65;5;13/08/2017
21630;Season 7;eastwatch;How many men did we lose?;cersei;65;5;13/08/2017
21631;Season 7;eastwatch;We havent done a full counting;jaime;65;5;13/08/2017
21632;Season 7;eastwatch;Its armies that win wars We have the Tyrell gold, we have the Iron Bank behind us We can buy mercenaries;cersei;65;5;13/08/2017
21633;Season 7;eastwatch;Theyre not the same as our men but theyll fight if theyre well paid, which they will be;cersei;65;5;13/08/2017
21634;Season 7;eastwatch;I just saw the Dothraki fight Theyll beat any mercenary army Theyll beat any army Ive ever seen Killing our men wasnt war for them, it was sport Her dragon burned a thousand wagons Qyburns scorpion fired bolts bigger than you They couldnt stop it And she has three of them This isnt a war we can win;jaime;65;5;13/08/2017
21635;Season 7;eastwatch;So what do we do? Sue for peace? I sit on her fathers throne, the father you betrayed and murdered And in her mind shes winning What sort of offer do you think shed make turns and walks away from JAIME;cersei;65;5;13/08/2017
21636;Season 7;eastwatch;Maybe we can count on Tyrion to intercede on our behalf by way of apology for murdering our father and our son;cersei;65;5;13/08/2017
21637;Season 7;eastwatch;He didnt;jaime;65;5;13/08/2017
21638;Season 7;eastwatch;You saw the crossbow, you saw his body walks across the room to where CERSEI is standing;cersei;65;5;13/08/2017
21639;Season 7;eastwatch;Im not talking about father Tyrion didnt kill Joffrey He had nothing to do with it;jaime;65;5;13/08/2017
21640;Season 7;eastwatch;After all this time it still amazes me -;cersei;65;5;13/08/2017
21641;Season 7;eastwatch;It was Olenna She confessed before she died;jaime;65;5;13/08/2017
21642;Season 7;eastwatch;And this was before or after she drank the poison you so kindly provided her?;cersei;65;5;13/08/2017
21643;Season 7;eastwatch;After;jaime;65;5;13/08/2017
21644;Season 7;eastwatch;And you believed her?;cersei;65;5;13/08/2017
21645;Season 7;eastwatch;If you were Olenna would you rather have seen your granddaughter married to Joffrey or Tommen? Which one would Margerey been better able to control? Which one would have made Olenna the true ruler of the Seven Kingdoms? She was telling the truth looks away, then sits down;jaime;65;5;13/08/2017
21646;Season 7;eastwatch;I shouldnt have listened to you She should have died screaming;cersei;65;5;13/08/2017
21647;Season 7;eastwatch;Shes dead like her son, her grandchildren, her whole house And if we dont find a way out of this war well follow them;jaime;65;5;13/08/2017
21648;Season 7;eastwatch;So we fight and die or we submit and die I know my choice A soldier should know his;cersei;65;5;13/08/2017
21649;Season 7;eastwatch;DRAGONSTONE CLIFFS JON SNOW is standing on the edge of a cliff looking towards the ocean DROGON roars and flies over him wit on his back DROGON lands next to JON and charges towards him DROGON opens his jaws and roars in JONs face DROGON creeps closer until he is inches from JON JON removes his glove and slowly extends his hand toward DROGON DROGON lowers his head and allows JON to touch him looks surprised and steps down from her mount DROGON turns and flies away;cut to;65;5;13/08/2017
21650;Season 7;eastwatch;Theyre beautiful, arent they?;daenerys;65;5;13/08/2017
21651;Season 7;eastwatch;That wasnt the word I was thinking of, but, yes, they are Gorgeous beasts;jon;65;5;13/08/2017
21652;Season 7;eastwatch;Theyre not beasts to me No matter how big they get, how terrifying to everyone else, theyre my children DAENERYS turns to look at her three dragons as they fly over Dragonstone in the distance;daenerys;65;5;13/08/2017
21653;Season 7;eastwatch;You werent gone long turns back to JON;jon;65;5;13/08/2017
21654;Season 7;eastwatch;No;daenerys;65;5;13/08/2017
21655;Season 7;eastwatch;And?;jon;65;5;13/08/2017
21656;Season 7;eastwatch;And I have fewer enemies today than I did yesterday JON pauses and doesnt say anything;daenerys;65;5;13/08/2017
21657;Season 7;eastwatch;Youre not sure how you feel about that?;daenerys;65;5;13/08/2017
21658;Season 7;eastwatch;No, Im not turns and starts walking towards the castle, JON follows;jon;65;5;13/08/2017
21659;Season 7;eastwatch;How many men did your army kill taking Winterfell back from the Boltons?;daenerys;65;5;13/08/2017
21660;Season 7;eastwatch;Thousands;jon;65;5;13/08/2017
21661;Season 7;eastwatch;We both want to help people We can only help them from a position of strength Sometimes strength is terrible When you first came here Ser Davos said you took a knife in the heart for your people;daenerys;65;5;13/08/2017
21662;Season 7;eastwatch;Ser Davos gets carried away;jon;65;5;13/08/2017
21663;Season 7;eastwatch;So it was a figure of speech? JON doesnt say anything A group of Dothraki guards approach DAENERYS and speak in their native tongue;daenerys;65;5;13/08/2017
21664;Season 7;eastwatch;This man says he is your friend, Khaleesi The guard steps to the side and JORAH MORMONT stands behind him answers the guard in Dothraki;guard;65;5;13/08/2017
21665;Season 7;eastwatch;He is my friend kneels before DAENERYS;daenerys;65;5;13/08/2017
21666;Season 7;eastwatch;Your Grace;jorah;65;5;13/08/2017
21667;Season 7;eastwatch;Jon Snow, this is Ser Jorah Mormont, an old friend;daenerys;65;5;13/08/2017
21668;Season 7;eastwatch;I served with your father He was a great man JORAH nods to JON;jon;65;5;13/08/2017
21669;Season 7;eastwatch;You look strong You found a cure?;daenerys;65;5;13/08/2017
21670;Season 7;eastwatch;I wouldnt be here if I hadnt I return to your service, my queen, if youll have me;jorah;65;5;13/08/2017
21671;Season 7;eastwatch;It would be my honor DAENERYS steps forward and hugs JORAH;daenerys;65;5;13/08/2017
21672;Season 7;eastwatch;A group of ravens are resting on a tree Several of the ravens eyes wash white They take off and fly over Winterfell They cross frozen fields and over a snowy mountain They arrive at The Wall at Eastwatch-by-the-sea and continue over the Wall The ravens fly many miles over tundra and more mountains The birds crest a hill and thousands of dead men can be seen marching south A group of riders and the Night King are on top of an outcrop watching the dead file past As the ravens approach the Night King peers in their direction and the birds scatter and disperse s eyes are pure white They wash back to their normal color He is sitting in front of the Weirwood Maester Wolkan stands next to him;cut to;65;5;13/08/2017
21673;Season 7;eastwatch;Ravens We need to send ravens WOLKAN nods his head to BRAN;bran;65;5;13/08/2017
21674;Season 7;eastwatch;CITADEL MAESTER COUNCIL CHAMBER ARCHMAESTER MARWYN and other citadel maesters are seated at a council table MARWYN has a raven scroll in his hand and the maesters are discussing the contents SAMWELL enters the room carrying a large stock of books and scrolls MARWYN points SAM to a nearby table to offload the books;cut to;65;5;13/08/2017
21675;Season 7;eastwatch;I put very little stock in it myself Prophecies of doom are never in short supply, especially when winter comes;maester;65;5;13/08/2017
21676;Season 7;eastwatch;I remember Wolkan A bit timid but a sharp mind;marwyn;65;5;13/08/2017
21677;Season 7;eastwatch;The north has dulled many good maesters wits Im not sure if its the cold, the drink, or the company All the maesters chuckle;maester;65;5;13/08/2017
21678;Season 7;eastwatch;A crippled boy claims to have seen dead men on the march beyond the wall thanks to the magical help of a raven with three eyes SAM stops working and turns around;maester;65;5;13/08/2017
21679;Season 7;eastwatch;It is a bit much Still we ought to -;marwyn;65;5;13/08/2017
21680;Season 7;eastwatch;Brandon Stark The maesters all turn in their seats to look a;sam;65;5;13/08/2017
21681;Season 7;eastwatch;the crippled boy;sam;65;5;13/08/2017
21682;Season 7;eastwatch;Do you know him?;marwyn;65;5;13/08/2017
21683;Season 7;eastwatch;I let him through the Wall years ago I saw him go beyond the wall;sam;65;5;13/08/2017
21684;Season 7;eastwatch;And?;marwyn;65;5;13/08/2017
21685;Season 7;eastwatch;Somehow a crippled boy survived for years beyond the wall when no one else could Not the Nights Watch, not the Wildlings, no one Perhaps we ought to listen to what he has to say;sam;65;5;13/08/2017
21686;Season 7;eastwatch;Perhaps you need more scribing work to discipline your mind;maester;65;5;13/08/2017
21687;Season 7;eastwatch;I sense a more detailed proposal is forthcoming steps forward and clears his throat;marwyn;65;5;13/08/2017
21688;Season 7;eastwatch;Everyone in Westeros trusts and respects you If you tell people the threat is real theyll believe it If you advise all the lords to send their men north to hold the wall theyll do it And if you tell every maester in the Citadel to search every word of every faded scroll about the long night, they may find something that lets us defeat the Army of the Dead for good;sam;65;5;13/08/2017
21689;Season 7;eastwatch;It could be done And this news could be authentic Its possible Its also possible this message is part of a ploy by the dragon queen to lure southern armies away from the lands they are currently defending to open those lands to easy conquest;marwyn;65;5;13/08/2017
21690;Season 7;eastwatch;That does seem far more likely than magic birds talking to cripples;maester;65;5;13/08/2017
21691;Season 7;eastwatch;Archmaester, please Its real Ive seen it;sam;65;5;13/08/2017
21692;Season 7;eastwatch;We will write to Maester Wolkan at Winterfell for clarification I promise you we will get to the truth of it one way or another;marwyn;65;5;13/08/2017
21693;Season 7;eastwatch;Archmaester -;sam;65;5;13/08/2017
21694;Season 7;eastwatch;That will be all, Tarley SAM turns to collect his work and leave The maesters begin talking to one another;marwyn;65;5;13/08/2017
21695;Season 7;eastwatch;It brings to mind the work of Davy Moonstone, the charlatan who claimed to see the children of the forest The maesters all chuckle;maester;65;5;13/08/2017
21696;Season 7;eastwatch;Dont forget the Prophet Lodock that promised the Drowned God would rise up and destroy Aegon the Conquerer The maesters continue laughing SAMWELL gets the last of his work and walks out of the door in disgust turns to look at MARWYN;maester;65;5;13/08/2017
21697;Season 7;eastwatch;Is he the one whose father and brother were just burned alive?;maester;65;5;13/08/2017
21698;Season 7;eastwatch;Im afraid so;marwyn;65;5;13/08/2017
21699;Season 7;eastwatch;Horrible business;maester;65;5;13/08/2017
21700;Season 7;eastwatch;I dont have the heart to tell him yet Hes a good lad crumples the raven scroll and throws it dismissevely on the table;marwyn;65;5;13/08/2017
21701;Season 7;eastwatch;Right The ravenry was falling apart last time I checked VARYS an are sitting on the stairs of the Throne Room alone VARYS has a sealed raven scroll in his hand tapping it on the stone is drinking a glass of wine having a discussion with VARYS;marwyn;65;5;13/08/2017
21702;Season 7;eastwatch;All rulers demand that people bend the knee Its why theyre rulers She gave Tarley a choice A man who had taken up arms against her What else could she do?;tyrion;65;5;13/08/2017
21703;Season 7;eastwatch;Not burn him alive alongside his son;varys;65;5;13/08/2017
21704;Season 7;eastwatch;I am her hand, not her head I cant make her decisions for her;tyrion;65;5;13/08/2017
21705;Season 7;eastwatch;Thats what I used to tell myself about her father I found the traitors but I wasnt the one burning them alive I was only a purveyor of information reaches over to TYRIONs cup of wine, picks it up and begins to drink from it He grimaces as he drinks;varys;65;5;13/08/2017
21706;Season 7;eastwatch;Its what I told myself when I watched them beg for mercy, Im not the one doing it As the pitch of their screams rose higher, Im not the one doing it When their hair caught fire and the smell of the burning flesh filled the Thone Room, Im not the one doing it VARYS drinks again and sets the cup down next t picks it up;varys;65;5;13/08/2017
21707;Season 7;eastwatch;Daenerys is not her father;tyrion;65;5;13/08/2017
21708;Season 7;eastwatch;And she never will be with the right counsel You need to find a way to make her listen looks down at the note in VARYSs hand;varys;65;5;13/08/2017
21709;Season 7;eastwatch;Who is that for?;tyrion;65;5;13/08/2017
21710;Season 7;eastwatch;Jon Snow;varys;65;5;13/08/2017
21711;Season 7;eastwatch;Did you read it?;tyrion;65;5;13/08/2017
21712;Season 7;eastwatch;Its a sealed scroll for the King in the North pauses and drinks from his cup of wine;varys;65;5;13/08/2017
21713;Season 7;eastwatch;Whats it say?;tyrion;65;5;13/08/2017
21714;Season 7;eastwatch;Nothing good DAENERYS and VARYS are seated at the painted table TYRION and JORAH stand near the queen DAVOS an SNOW are standing on the other end of the table is holding a raven scroll and reading it;varys;65;5;13/08/2017
21715;Season 7;eastwatch;I thought Arya was dead I thought Bran was dead;jon;65;5;13/08/2017
21716;Season 7;eastwatch;Im happy for you You dont look happy;daenerys;65;5;13/08/2017
21717;Season 7;eastwatch;Bran saw the Night King and his army marching towards Eastwatch If they make it past the wall -;jon;65;5;13/08/2017
21718;Season 7;eastwatch;The Wall has kept them out for thousands of years Presumably interrupts VARYS;varys;65;5;13/08/2017
21719;Season 7;eastwatch;I need to go home;jon;65;5;13/08/2017
21720;Season 7;eastwatch;You said you dont have enough men;daenerys;65;5;13/08/2017
21721;Season 7;eastwatch;Well fight with the men we have Unless youll join us;jon;65;5;13/08/2017
21722;Season 7;eastwatch;And give the country to Cersei? As soon as I march away she marches in;daenerys;65;5;13/08/2017
21723;Season 7;eastwatch;Perhaps not Cersei thinks the Army of the Dead is nothing but a story made up by wet nurses to frighten children What if we prove her wrong?;tyrion;65;5;13/08/2017
21724;Season 7;eastwatch;I dont think shell come see the dead at my invitation begins walking around the table closer to JON;jon;65;5;13/08/2017
21725;Season 7;eastwatch;So bring the dead to her;tyrion;65;5;13/08/2017
21726;Season 7;eastwatch;I thought that was what we are trying to avoid;daenerys;65;5;13/08/2017
21727;Season 7;eastwatch;We dont have to bring the whole army Only one soldier;tyrion;65;5;13/08/2017
21728;Season 7;eastwatch;Is that possible?;davos;65;5;13/08/2017
21729;Season 7;eastwatch;The first White I ever saw was brought into Castle Black from beyond the Wall;jon;65;5;13/08/2017
21730;Season 7;eastwatch;Bring one of these things down to Kings Landing and show her the truth;tyrion;65;5;13/08/2017
